Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-00483,06/09/2012,06/12/2012,Same Day,AA-10502,Corporate,United States,New York,CA,42455,South,PRD-00083,Furniture,Chairs,Chairs Product,2161.29,11,0.15,15.31
ORD-00484,07/02/2014,07/03/2014,Same Day,AA-10358,Home Office,United States,Houston,AZ,77470,Central,PRD-00084,Technology,Machines,Machines Product,701.68,4,0.0,86.34
ORD-00485,12/28/2013,12/29/2013,Same Day,AA-10325,Consumer,United States,Los Angeles,IL,75107,East,PRD-00085,Groceries,Snacks,Snacks Product,2146.01,11,0.15,-14.05
ORD-00486,11/13/2012,11/18/2012,Second Class,AA-10468,Corporate,United States,Chicago,NY,48970,Central,PRD-00086,Furniture,Furnishings,Furnishings Product,1774.54,7,0.0,539.87
ORD-00487,07/14/2013,07/16/2013,First Class,AA-10362,Consumer,United States,Chicago,AZ,49309,Central,PRD-00087,Technology,Machines,Machines Product,386.66,9,0.2,32.93
ORD-00488,01/20/2017,01/27/2017,Second Class,AA-10475,Consumer,United States,Phoenix,CA,85608,Central,PRD-00088,Office Supplies,Binders,Binders Product,1730.56,13,0.2,124.49
ORD-00489,05/22/2013,05/25/2013,Same Day,AA-10554,Consumer,United States,Los Angeles,CA,99824,East,PRD-00089,Furniture,Furnishings,Furnishings Product,6954.79,19,0.0,788.41
ORD-00490,11/19/2015,11/25/2015,Second Class,AA-10525,Corporate,United States,Phoenix,CA,63197,South,PRD-00090,Furniture,Chairs,Chairs Product,2971.67,7,0.1,874.34
ORD-00491,04/10/2012,04/15/2012,Same Day,AA-10391,Corporate,United States,New York,CA,30887,East,PRD-00091,Office Supplies,Appliances,Appliances Product,3204.42,8,0.1,251.53
ORD-00492,07/12/2012,07/16/2012,Standard Class,AA-10329,Consumer,United States,New York,IL,88852,East,PRD-00092,Furniture,Bookcases,Bookcases Product,1732.19,18,0.0,655.24
ORD-00493,09/18/2011,09/23/2011,Standard Class,AA-10523,Home Office,United States,Phoenix,AZ,43004,Central,PRD-00093,Furniture,Chairs,Chairs Product,6137.94,13,0.05,-358.3
ORD-00494,01/05/2012,01/11/2012,Second Class,AA-10436,Corporate,United States,Los Angeles,CA,24000,South,PRD-00094,Technology,Machines,Machines Product,4596.28,11,0.15,1303.07
ORD-00495,05/26/2013,05/29/2013,Standard Class,AA-10455,Corporate,United States,Phoenix,TX,72240,South,PRD-00095,Groceries,Dairy,Dairy Product,3895.39,9,0.0,367.0
ORD-00496,02/11/2014,02/16/2014,Standard Class,AA-10389,Home Office,United States,New York,CA,43158,Central,PRD-00096,Furniture,Furnishings,Furnishings Product,4949.63,12,0.0,926.76
ORD-00497,06/20/2014,06/23/2014,First Class,AA-10500,Consumer,United States,Los Angeles,IL,37575,South,PRD-00097,Technology,Copiers,Copiers Product,3005.26,15,0.15,1071.39
ORD-00498,12/03/2015,12/07/2015,First Class,AA-10477,Home Office,United States,Houston,NY,31016,East,PRD-00098,Groceries,Snacks,Snacks Product,3911.02,9,0.15,323.26
ORD-00499,09/04/2016,09/08/2016,Standard Class,AA-10348,Consumer,United States,Los Angeles,TX,94030,South,PRD-00099,Furniture,Furnishings,Furnishings Product,7346.47,20,0.2,1782.78
ORD-00500,01/13/2011,01/18/2011,Second Class,AA-10520,Home Office,United States,Houston,IL,69177,Central,PRD-00000,Office Supplies,Paper,Paper Product,3213.61,11,0.0,-338.41
ORD-00501,06/30/2012,07/04/2012,Same Day,AA-10448,Home Office,United States,Los Angeles,NY,13010,South,PRD-00001,Office Supplies,Paper,Paper Product,1073.45,10,0.15,22.07
ORD-00502,12/31/2011,01/03/2012,Second Class,AA-10551,Consumer,United States,Chicago,CA,84349,West,PRD-00002,Office Supplies,Paper,Paper Product,206.36,6,0.2,11.83
ORD-00503,02/27/2011,03/06/2011,First Class,AA-10584,Corporate,United States,Houston,TX,27065,Central,PRD-00003,Groceries,Dairy,Dairy Product,1089.14,16,0.05,-93.31
ORD-00504,04/26/2013,04/29/2013,Second Class,AA-10425,Home Office,United States,Houston,CA,58449,Central,PRD-00004,Furniture,Tables,Tables Product,1377.34,14,0.05,-251.69
ORD-00505,12/18/2011,12/24/2011,Same Day,AA-10320,Home Office,United States,Houston,AZ,43584,West,PRD-00005,Groceries,Beverages,Beverages Product,5362.01,11,0.15,1137.34
ORD-00506,01/26/2012,01/31/2012,Standard Class,AA-10600,Consumer,United States,Chicago,AZ,91219,Central,PRD-00006,Technology,Phones,Phones Product,5128.44,11,0.15,1768.98
ORD-00507,05/24/2014,05/29/2014,Same Day,AA-10517,Corporate,United States,Houston,CA,21750,East,PRD-00007,Furniture,Tables,Tables Product,542.72,18,0.05,-23.78
ORD-00508,12/12/2016,12/19/2016,First Class,AA-10536,Home Office,United States,Chicago,TX,47083,East,PRD-00008,Office Supplies,Paper,Paper Product,654.01,4,0.05,65.09
ORD-00509,11/15/2017,11/17/2017,Same Day,AA-10450,Consumer,United States,Los Angeles,CA,17152,South,PRD-00009,Furniture,Furnishings,Furnishings Product,987.7,6,0.15,255.03
ORD-00510,01/20/2013,01/24/2013,Standard Class,AA-10333,Corporate,United States,Chicago,AZ,73596,Central,PRD-00010,Groceries,Canned Goods,Canned Goods Product,2135.53,6,0.15,-278.44
ORD-00511,07/12/2016,07/14/2016,First Class,AA-10372,Home Office,United States,Phoenix,CA,86486,West,PRD-00011,Office Supplies,Appliances,Appliances Product,670.24,12,0.1,-61.4
ORD-00512,11/24/2016,11/27/2016,Standard Class,AA-10607,Corporate,United States,New York,TX,58963,West,PRD-00012,Office Supplies,Binders,Binders Product,391.85,3,0.15,80.78
ORD-00513,08/18/2014,08/21/2014,Standard Class,AA-10393,Corporate,United States,New York,AZ,69388,East,PRD-00013,Technology,Phones,Phones Product,6255.64,15,0.15,453.12
ORD-00514,05/20/2017,05/25/2017,Same Day,AA-10381,Consumer,United States,Houston,IL,33332,South,PRD-00014,Office Supplies,Appliances,Appliances Product,1683.54,10,0.0,414.62
ORD-00515,06/22/2015,06/29/2015,Second Class,AA-10360,Consumer,United States,Chicago,TX,66670,East,PRD-00015,Technology,Copiers,Copiers Product,1202.2,6,0.15,-34.91
ORD-00516,10/07/2017,10/11/2017,Same Day,AA-10382,Corporate,United States,Phoenix,AZ,65452,West,PRD-00016,Furniture,Chairs,Chairs Product,3134.4,12,0.15,210.84
ORD-00517,09/27/2015,10/01/2015,Second Class,AA-10503,Home Office,United States,Los Angeles,TX,79111,West,PRD-00017,Office Supplies,Binders,Binders Product,777.62,14,0.2,3.92
ORD-00518,04/05/2014,04/08/2014,Second Class,AA-10554,Home Office,United States,Houston,IL,84519,West,PRD-00018,Groceries,Snacks,Snacks Product,2515.08,16,0.05,529.65
ORD-00519,03/06/2017,03/12/2017,First Class,AA-10354,Corporate,United States,Chicago,AZ,20717,West,PRD-00019,Technology,Phones,Phones Product,3709.53,17,0.0,292.29
ORD-00520,04/11/2012,04/14/2012,First Class,AA-10551,Home Office,United States,Houston,TX,91764,East,PRD-00020,Office Supplies,Pens,Pens Product,418.3,13,0.15,136.39
ORD-00521,10/30/2014,11/05/2014,Standard Class,AA-10410,Corporate,United States,Phoenix,NY,10766,Central,PRD-00021,Office Supplies,Pens,Pens Product,1128.13,3,0.2,-50.1
ORD-00522,04/22/2012,04/25/2012,First Class,AA-10321,Home Office,United States,Houston,IL,21486,South,PRD-00022,Office Supplies,Binders,Binders Product,5234.78,15,0.2,1233.03
ORD-00523,07/07/2012,07/09/2012,Same Day,AA-10322,Home Office,United States,Los Angeles,CA,67119,South,PRD-00023,Office Supplies,Appliances,Appliances Product,351.06,1,0.05,110.73
ORD-00524,12/19/2011,12/21/2011,Same Day,AA-10469,Corporate,United States,Houston,NY,68918,South,PRD-00024,Groceries,Beverages,Beverages Product,3467.53,16,0.0,-347.92
ORD-00525,04/04/2013,04/11/2013,Same Day,AA-10465,Home Office,United States,Phoenix,AZ,82653,East,PRD-00025,Groceries,Snacks,Snacks Product,152.44,11,0.15,59.1
ORD-00526,06/01/2011,06/08/2011,Same Day,AA-10564,Consumer,United States,New York,AZ,12492,Central,PRD-00026,Groceries,Dairy,Dairy Product,5093.36,17,0.2,1839.56
ORD-00527,06/18/2017,06/24/2017,First Class,AA-10476,Corporate,United States,Houston,NY,31146,East,PRD-00027,Technology,Machines,Machines Product,6239.5,14,0.0,604.44
ORD-00528,02/26/2013,03/01/2013,Same Day,AA-10555,Consumer,United States,Chicago,TX,64638,East,PRD-00028,Furniture,Furnishings,Furnishings Product,2069.93,8,0.2,715.04
ORD-00529,04/18/2016,04/20/2016,Same Day,AA-10397,Consumer,United States,Houston,TX,49800,South,PRD-00029,Office Supplies,Paper,Paper Product,1010.57,3,0.05,-97.04
ORD-00530,05/07/2013,05/09/2013,Standard Class,AA-10600,Consumer,United States,Chicago,TX,24938,South,PRD-00030,Technology,Phones,Phones Product,5299.73,12,0.1,1092.57
ORD-00531,05/09/2012,05/16/2012,First Class,AA-10602,Consumer,United States,Phoenix,AZ,97750,West,PRD-00031,Office Supplies,Binders,Binders Product,4472.05,9,0.1,1170.0
ORD-00532,07/26/2011,07/27/2011,Standard Class,AA-10539,Home Office,United States,New York,CA,92565,West,PRD-00032,Groceries,Snacks,Snacks Product,1572.04,4,0.2,423.34
ORD-00533,04/21/2013,04/22/2013,Second Class,AA-10500,Home Office,United States,Chicago,IL,28058,West,PRD-00033,Office Supplies,Paper,Paper Product,5750.44,15,0.15,1377.41
ORD-00534,04/06/2013,04/11/2013,Second Class,AA-10539,Consumer,United States,Chicago,IL,64396,East,PRD-00034,Groceries,Snacks,Snacks Product,3352.47,8,0.15,16.07
ORD-00535,10/02/2013,10/06/2013,First Class,AA-10392,Consumer,United States,Houston,CA,11303,West,PRD-00035,Groceries,Beverages,Beverages Product,2014.33,5,0.15,706.65
ORD-00536,12/14/2011,12/20/2011,Second Class,AA-10488,Home Office,United States,New York,AZ,48761,Central,PRD-00036,Furniture,Furnishings,Furnishings Product,1336.17,6,0.15,341.41
ORD-00537,07/05/2015,07/10/2015,Second Class,AA-10598,Home Office,United States,Houston,TX,94394,South,PRD-00037,Furniture,Bookcases,Bookcases Product,166.47,12,0.1,56.62
ORD-00538,02/07/2017,02/10/2017,Same Day,AA-10541,Home Office,United States,Los Angeles,AZ,80882,East,PRD-00038,Furniture,Furnishings,Furnishings Product,3091.74,7,0.0,-549.77
ORD-00539,05/25/2013,05/27/2013,First Class,AA-10362,Home Office,United States,Houston,AZ,24475,West,PRD-00039,Furniture,Bookcases,Bookcases Product,128.86,6,0.2,20.04
ORD-00540,03/08/2015,03/13/2015,Standard Class,AA-10447,Corporate,United States,Chicago,CA,86230,South,PRD-00040,Furniture,Chairs,Chairs Product,761.43,2,0.0,52.72
ORD-00541,12/05/2014,12/10/2014,Second Class,AA-10468,Corporate,United States,Houston,NY,29209,Central,PRD-00041,Furniture,Tables,Tables Product,3440.28,13,0.05,-470.85
ORD-00542,08/15/2015,08/16/2015,First Class,AA-10356,Home Office,United States,Phoenix,TX,87101,Central,PRD-00042,Technology,Phones,Phones Product,6235.17,14,0.15,-443.5
ORD-00543,12/16/2013,12/20/2013,Second Class,AA-10614,Consumer,United States,Phoenix,CA,73539,Central,PRD-00043,Groceries,Dairy,Dairy Product,5214.28,15,0.15,1246.37
ORD-00544,06/13/2012,06/16/2012,Standard Class,AA-10577,Home Office,United States,Houston,NY,25842,East,PRD-00044,Technology,Copiers,Copiers Product,3629.16,15,0.05,1329.88
ORD-00545,05/30/2017,06/03/2017,Standard Class,AA-10463,Consumer,United States,Los Angeles,AZ,65280,West,PRD-00045,Technology,Copiers,Copiers Product,768.08,4,0.1,-13.86
ORD-00546,06/03/2014,06/10/2014,Standard Class,AA-10460,Corporate,United States,Houston,AZ,50593,Central,PRD-00046,Office Supplies,Pens,Pens Product,176.35,16,0.2,1.62
ORD-00547,10/15/2014,10/21/2014,Same Day,AA-10508,Consumer,United States,Chicago,NY,91889,Central,PRD-00047,Groceries,Beverages,Beverages Product,1286.67,5,0.15,330.68
ORD-00548,05/06/2015,05/12/2015,Standard Class,AA-10434,Consumer,United States,New York,AZ,92589,East,PRD-00048,Groceries,Canned Goods,Canned Goods Product,584.13,18,0.15,141.1
ORD-00549,04/17/2017,04/22/2017,Second Class,AA-10378,Corporate,United States,Phoenix,NY,25765,South,PRD-00049,Technology,Copiers,Copiers Product,5509.98,20,0.0,2062.8
ORD-00550,03/19/2011,03/23/2011,Standard Class,AA-10455,Corporate,United States,New York,IL,67280,South,PRD-00050,Office Supplies,Pens,Pens Product,4325.78,19,0.2,709.92
ORD-00551,08/27/2015,08/30/2015,Second Class,AA-10327,Consumer,United States,Chicago,NY,30214,East,PRD-00051,Furniture,Furnishings,Furnishings Product,491.42,9,0.0,61.46
ORD-00552,07/27/2015,07/28/2015,First Class,AA-10401,Consumer,United States,Houston,IL,43807,Central,PRD-00052,Technology,Machines,Machines Product,139.88,6,0.0,-2.96
ORD-00553,05/10/2012,05/15/2012,Same Day,AA-10341,Consumer,United States,Chicago,NY,51724,Central,PRD-00053,Office Supplies,Pens,Pens Product,5943.08,20,0.15,625.05
ORD-00554,03/15/2017,03/16/2017,First Class,AA-10523,Home Office,United States,Phoenix,NY,42285,South,PRD-00054,Technology,Accessories,Accessories Product,209.67,1,0.05,73.02
ORD-00555,06/01/2014,06/03/2014,First Class,AA-10605,Home Office,United States,Los Angeles,CA,80455,Central,PRD-00055,Groceries,Dairy,Dairy Product,1274.03,3,0.2,-99.28
ORD-00556,03/23/2017,03/25/2017,Standard Class,AA-10546,Consumer,United States,Houston,IL,88363,East,PRD-00056,Technology,Phones,Phones Product,7214.19,15,0.2,-190.82
ORD-00557,04/07/2015,04/10/2015,Standard Class,AA-10494,Corporate,United States,New York,CA,82938,East,PRD-00057,Office Supplies,Paper,Paper Product,178.19,2,0.2,24.56
ORD-00558,11/05/2015,11/11/2015,First Class,AA-10422,Corporate,United States,Los Angeles,TX,88579,East,PRD-00058,Furniture,Bookcases,Bookcases Product,4410.21,9,0.15,-159.61
ORD-00559,03/07/2011,03/13/2011,Same Day,AA-10383,Corporate,United States,Phoenix,NY,95078,West,PRD-00059,Technology,Accessories,Accessories Product,451.71,1,0.05,21.64
ORD-00560,01/15/2017,01/18/2017,Same Day,AA-10330,Consumer,United States,New York,NY,70646,East,PRD-00060,Groceries,Snacks,Snacks Product,5835.59,12,0.15,1730.14
ORD-00561,03/01/2013,03/08/2013,First Class,AA-10542,Home Office,United States,Los Angeles,CA,74724,East,PRD-00061,Technology,Copiers,Copiers Product,381.63,1,0.1,-32.47
ORD-00562,05/31/2011,06/03/2011,Same Day,AA-10458,Consumer,United States,Phoenix,CA,96486,South,PRD-00062,Groceries,Beverages,Beverages Product,106.08,1,0.15,-14.15
ORD-00563,09/25/2011,10/01/2011,First Class,AA-10380,Consumer,United States,New York,AZ,90538,East,PRD-00063,Technology,Copiers,Copiers Product,4207.01,9,0.05,1382.43
ORD-00564,04/13/2017,04/17/2017,First Class,AA-10547,Consumer,United States,Phoenix,TX,74955,East,PRD-00064,Technology,Accessories,Accessories Product,856.78,2,0.1,51.0
ORD-00565,10/19/2016,10/20/2016,Same Day,AA-10337,Consumer,United States,Chicago,NY,84949,West,PRD-00065,Office Supplies,Appliances,Appliances Product,4140.11,9,0.2,286.98
ORD-00566,07/13/2013,07/19/2013,Standard Class,AA-10531,Consumer,United States,Houston,TX,13148,East,PRD-00066,Technology,Copiers,Copiers Product,634.17,7,0.1,-102.92
ORD-00567,10/22/2013,10/27/2013,Second Class,AA-10441,Consumer,United States,Phoenix,AZ,67478,West,PRD-00067,Technology,Accessories,Accessories Product,3838.51,8,0.0,1124.61
ORD-00568,01/03/2016,01/10/2016,Standard Class,AA-10611,Consumer,United States,New York,TX,17181,East,PRD-00068,Technology,Phones,Phones Product,918.38,2,0.15,-11.05
ORD-00569,11/06/2017,11/10/2017,Standard Class,AA-10536,Home Office,United States,Houston,CA,88587,West,PRD-00069,Technology,Phones,Phones Product,568.07,2,0.1,176.08
ORD-00570,02/01/2016,02/07/2016,Standard Class,AA-10511,Corporate,United States,Phoenix,IL,87045,South,PRD-00070,Groceries,Dairy,Dairy Product,6268.46,20,0.1,1194.47
ORD-00571,03/18/2012,03/20/2012,First Class,AA-10367,Corporate,United States,Houston,TX,91376,Central,PRD-00071,Technology,Phones,Phones Product,7539.47,19,0.05,2583.19
ORD-00572,01/31/2013,02/06/2013,First Class,AA-10439,Corporate,United States,Phoenix,AZ,29087,South,PRD-00072,Office Supplies,Appliances,Appliances Product,145.13,2,0.2,8.93
ORD-00573,04/07/2016,04/13/2016,Second Class,AA-10473,Consumer,United States,Los Angeles,AZ,83328,West,PRD-00073,Furniture,Bookcases,Bookcases Product,5825.19,12,0.2,884.64
ORD-00574,09/25/2015,09/29/2015,Same Day,AA-10491,Home Office,United States,Chicago,AZ,84199,East,PRD-00074,Office Supplies,Pens,Pens Product,2763.45,7,0.1,-238.73
ORD-00575,11/28/2017,11/29/2017,Second Class,AA-10468,Home Office,United States,Los Angeles,TX,91778,South,PRD-00075,Groceries,Canned Goods,Canned Goods Product,368.25,6,0.0,35.93
ORD-00576,09/06/2013,09/07/2013,First Class,AA-10561,Consumer,United States,Phoenix,NY,28664,East,PRD-00076,Furniture,Furnishings,Furnishings Product,1443.07,7,0.0,25.53
ORD-00577,12/09/2015,12/12/2015,Second Class,AA-10414,Corporate,United States,Phoenix,CA,33401,South,PRD-00077,Furniture,Chairs,Chairs Product,107.57,1,0.1,-10.27
ORD-00578,03/30/2011,04/06/2011,Standard Class,AA-10405,Corporate,United States,Los Angeles,IL,69795,South,PRD-00078,Furniture,Chairs,Chairs Product,417.41,1,0.05,11.42
ORD-00579,02/23/2015,02/25/2015,Same Day,AA-10505,Home Office,United States,Chicago,IL,88584,Central,PRD-00079,Office Supplies,Binders,Binders Product,204.19,3,0.05,56.55
ORD-00580,09/28/2013,10/01/2013,Second Class,AA-10338,Home Office,United States,Phoenix,TX,37425,West,PRD-00080,Office Supplies,Paper,Paper Product,852.82,5,0.0,151.52
ORD-00581,04/11/2016,04/14/2016,First Class,AA-10348,Home Office,United States,Houston,TX,72096,East,PRD-00081,Office Supplies,Binders,Binders Product,3287.64,17,0.2,258.28
ORD-00582,07/08/2017,07/12/2017,Second Class,AA-10520,Corporate,United States,Houston,TX,84890,South,PRD-00082,Technology,Copiers,Copiers Product,3587.95,8,0.15,1140.61
ORD-00583,03/13/2015,03/18/2015,Standard Class,AA-10445,Corporate,United States,Phoenix,AZ,54089,Central,PRD-00083,Technology,Copiers,Copiers Product,463.72,3,0.2,5.08
ORD-00584,01/22/2016,01/23/2016,Second Class,AA-10554,Corporate,United States,Los Angeles,IL,94587,West,PRD-00084,Groceries,Dairy,Dairy Product,4850.49,12,0.1,-175.53
ORD-00585,01/10/2015,01/13/2015,Standard Class,AA-10357,Home Office,United States,Los Angeles,IL,35774,East,PRD-00085,Furniture,Chairs,Chairs Product,4176.33,9,0.0,-538.11
ORD-00586,10/21/2013,10/22/2013,First Class,AA-10469,Corporate,United States,Chicago,TX,63183,West,PRD-00086,Furniture,Tables,Tables Product,9980.36,20,0.2,3467.47
ORD-00587,04/17/2016,04/22/2016,Same Day,AA-10577,Home Office,United States,Houston,IL,21255,East,PRD-00087,Office Supplies,Binders,Binders Product,969.55,8,0.05,82.09
ORD-00588,02/08/2013,02/10/2013,Second Class,AA-10534,Corporate,United States,New York,TX,96356,East,PRD-00088,Groceries,Beverages,Beverages Product,3457.29,15,0.2,-629.01
ORD-00589,10/23/2014,10/28/2014,Standard Class,AA-10430,Home Office,United States,New York,CA,30144,East,PRD-00089,Groceries,Dairy,Dairy Product,4989.3,13,0.2,-100.87
ORD-00590,05/16/2017,05/18/2017,Same Day,AA-10608,Consumer,United States,Chicago,AZ,69183,East,PRD-00090,Groceries,Dairy,Dairy Product,3324.02,7,0.0,401.19
ORD-00591,01/17/2012,01/19/2012,Second Class,AA-10402,Consumer,United States,Houston,IL,36986,South,PRD-00091,Technology,Copiers,Copiers Product,829.95,2,0.2,77.32
ORD-00592,04/07/2014,04/14/2014,Same Day,AA-10583,Corporate,United States,Los Angeles,NY,26926,Central,PRD-00092,Technology,Accessories,Accessories Product,381.28,2,0.0,-36.95
ORD-00593,05/12/2016,05/18/2016,Same Day,AA-10350,Consumer,United States,Phoenix,AZ,50673,South,PRD-00093,Groceries,Beverages,Beverages Product,2182.6,5,0.1,129.47
ORD-00594,08/20/2016,08/24/2016,Second Class,AA-10549,Home Office,United States,Chicago,AZ,74350,Central,PRD-00094,Furniture,Tables,Tables Product,495.63,1,0.15,-80.1
ORD-00595,03/10/2016,03/17/2016,First Class,AA-10609,Corporate,United States,Phoenix,CA,64401,South,PRD-00095,Technology,Phones,Phones Product,3266.87,10,0.15,26.36
ORD-00596,01/05/2013,01/06/2013,Second Class,AA-10536,Consumer,United States,Chicago,AZ,48258,West,PRD-00096,Groceries,Dairy,Dairy Product,2113.65,6,0.0,76.37
ORD-00597,06/08/2013,06/15/2013,First Class,AA-10567,Corporate,United States,Houston,CA,43130,South,PRD-00097,Groceries,Snacks,Snacks Product,570.02,12,0.0,58.5
ORD-00598,09/03/2016,09/09/2016,Same Day,AA-10337,Consumer,United States,Houston,NY,11407,East,PRD-00098,Groceries,Snacks,Snacks Product,969.13,3,0.15,27.81
ORD-00599,04/14/2012,04/16/2012,Same Day,AA-10384,Consumer,United States,Houston,IL,31150,South,PRD-00099,Furniture,Furnishings,Furnishings Product,3777.04,16,0.0,487.45
ORD-00600,03/15/2011,03/21/2011,Standard Class,AA-10366,Home Office,United States,Chicago,CA,67757,East,PRD-00000,Office Supplies,Paper,Paper Product,1087.92,4,0.15,-107.63
ORD-00601,12/29/2012,01/04/2013,Standard Class,AA-10425,Corporate,United States,Chicago,TX,16870,West,PRD-00001,Technology,Copiers,Copiers Product,5271.06,15,0.2,973.08
ORD-00602,07/19/2011,07/23/2011,Standard Class,AA-10508,Consumer,United States,Chicago,CA,99123,West,PRD-00002,Office Supplies,Pens,Pens Product,5463.49,12,0.05,-793.12
ORD-00603,06/22/2013,06/25/2013,Second Class,AA-10364,Home Office,United States,Los Angeles,AZ,61781,Central,PRD-00003,Office Supplies,Pens,Pens Product,427.37,2,0.0,123.67
ORD-00604,05/09/2012,05/12/2012,Standard Class,AA-10433,Corporate,United States,Los Angeles,TX,38848,West,PRD-00004,Office Supplies,Appliances,Appliances Product,2021.4,12,0.0,83.45
ORD-00605,02/14/2014,02/15/2014,Second Class,AA-10503,Corporate,United States,New York,AZ,52513,Central,PRD-00005,Technology,Phones,Phones Product,1480.06,7,0.2,147.63
ORD-00606,06/28/2012,07/03/2012,Same Day,AA-10485,Corporate,United States,Phoenix,CA,75984,West,PRD-00006,Office Supplies,Paper,Paper Product,689.31,16,0.0,113.82
ORD-00607,08/10/2013,08/11/2013,Second Class,AA-10325,Corporate,United States,Houston,IL,36478,South,PRD-00007,Technology,Machines,Machines Product,2972.62,8,0.05,510.87
ORD-00608,03/20/2015,03/23/2015,Second Class,AA-10419,Corporate,United States,Chicago,NY,78271,Central,PRD-00008,Technology,Copiers,Copiers Product,9887.8,20,0.15,2408.21
ORD-00609,03/27/2014,04/02/2014,Second Class,AA-10327,Home Office,United States,Los Angeles,AZ,60002,East,PRD-00009,Office Supplies,Paper,Paper Product,1415.72,11,0.2,-237.21
ORD-00610,01/21/2013,01/23/2013,Second Class,AA-10541,Consumer,United States,New York,CA,87677,South,PRD-00010,Technology,Phones,Phones Product,708.68,16,0.05,-119.58
ORD-00611,08/25/2013,08/27/2013,Second Class,AA-10574,Corporate,United States,Chicago,AZ,68755,South,PRD-00011,Technology,Accessories,Accessories Product,2439.25,15,0.05,-129.39
ORD-00612,01/18/2014,01/23/2014,Same Day,AA-10561,Consumer,United States,Houston,NY,59993,Central,PRD-00012,Technology,Machines,Machines Product,2536.06,13,0.15,164.4
ORD-00613,12/07/2011,12/11/2011,Same Day,AA-10468,Consumer,United States,Chicago,CA,71506,South,PRD-00013,Office Supplies,Pens,Pens Product,1767.79,9,0.1,127.57
ORD-00614,09/25/2012,09/29/2012,Same Day,AA-10412,Home Office,United States,Chicago,TX,74166,East,PRD-00014,Technology,Phones,Phones Product,6253.97,17,0.1,593.33
ORD-00615,08/06/2017,08/13/2017,Same Day,AA-10351,Corporate,United States,Chicago,AZ,74044,East,PRD-00015,Groceries,Snacks,Snacks Product,794.26,4,0.2,-81.48
ORD-00616,08/25/2011,08/31/2011,Standard Class,AA-10512,Home Office,United States,Los Angeles,IL,89355,Central,PRD-00016,Groceries,Beverages,Beverages Product,1952.68,8,0.1,348.69
ORD-00617,08/26/2012,08/30/2012,Same Day,AA-10445,Home Office,United States,Phoenix,NY,77965,South,PRD-00017,Office Supplies,Pens,Pens Product,67.2,1,0.0,12.54
ORD-00618,09/29/2015,10/03/2015,First Class,AA-10399,Home Office,United States,Houston,NY,24322,East,PRD-00018,Groceries,Canned Goods,Canned Goods Product,2553.17,10,0.2,498.1
ORD-00619,08/07/2012,08/08/2012,Standard Class,AA-10452,Consumer,United States,Houston,AZ,64636,East,PRD-00019,Office Supplies,Binders,Binders Product,131.46,10,0.05,38.1
ORD-00620,11/01/2015,11/06/2015,Standard Class,AA-10402,Corporate,United States,Phoenix,CA,34331,South,PRD-00020,Office Supplies,Paper,Paper Product,2129.9,6,0.05,195.7
ORD-00621,08/30/2011,09/05/2011,Second Class,AA-10408,Consumer,United States,Chicago,NY,59509,West,PRD-00021,Office Supplies,Paper,Paper Product,3163.41,14,0.2,-425.42
ORD-00622,02/07/2014,02/08/2014,Standard Class,AA-10347,Consumer,United States,Chicago,NY,97205,West,PRD-00022,Furniture,Chairs,Chairs Product,2375.8,19,0.15,483.91
ORD-00623,02/01/2012,02/05/2012,First Class,AA-10423,Home Office,United States,Houston,IL,58599,East,PRD-00023,Technology,Accessories,Accessories Product,5296.73,20,0.1,1902.99
ORD-00624,07/15/2014,07/22/2014,Standard Class,AA-10437,Consumer,United States,Houston,TX,28201,West,PRD-00024,Furniture,Furnishings,Furnishings Product,4020.85,13,0.1,1302.14
ORD-00625,10/01/2017,10/07/2017,Second Class,AA-10377,Consumer,United States,Chicago,NY,93070,East,PRD-00025,Furniture,Tables,Tables Product,2777.28,12,0.15,302.58
ORD-00626,07/07/2011,07/10/2011,Same Day,AA-10481,Corporate,United States,New York,TX,48517,South,PRD-00026,Groceries,Beverages,Beverages Product,4948.45,20,0.2,1367.64
ORD-00627,08/09/2012,08/14/2012,Same Day,AA-10581,Consumer,United States,Houston,NY,73198,South,PRD-00027,Technology,Copiers,Copiers Product,6407.07,16,0.1,1918.36
ORD-00628,09/23/2013,09/26/2013,Same Day,AA-10423,Corporate,United States,Los Angeles,IL,97285,Central,PRD-00028,Office Supplies,Appliances,Appliances Product,892.39,4,0.0,-92.68
ORD-00629,05/19/2012,05/24/2012,Standard Class,AA-10384,Home Office,United States,Chicago,TX,60023,Central,PRD-00029,Groceries,Snacks,Snacks Product,4809.76,11,0.2,1249.59
ORD-00630,08/13/2013,08/18/2013,Second Class,AA-10429,Home Office,United States,New York,AZ,58200,South,PRD-00030,Furniture,Chairs,Chairs Product,529.63,10,0.0,2.19
ORD-00631,07/07/2014,07/11/2014,First Class,AA-10509,Corporate,United States,Los Angeles,AZ,96998,South,PRD-00031,Technology,Machines,Machines Product,598.26,2,0.05,184.43
ORD-00632,03/12/2012,03/16/2012,Same Day,AA-10517,Consumer,United States,Phoenix,IL,29119,West,PRD-00032,Technology,Accessories,Accessories Product,889.94,11,0.1,269.05
